city,url,text,image
lisbon,https://www.lonelyplanet.com/portugal/lisbon," Seven cinematic hillsides overlooking the Rio Tejo cradle Lisbon's postcard-perfect panorama of cobbled alleyways, ancient ruins and white-domed cathedrals – a captivating scene crafted over centuries. Dining in Lisbon is far more dynamic than navigating countless preparations of Portugal's beloved bacalhau (dried and salted cod fish; 365 recipes and counting!). While bacalhau à Brás (shredded cod with onions, eggs and potatoes; a Bairro Alto original) is never far, Lisbon's strategic seaside position on Europe's doorstep means a bounty of fresh seafood (octopus, tuna, monkfish, shrimp, sardines, clams, snails) rules the city's kitchens, from Michelin-starred restaurants to gourmet-food markets to countless corner tascas (taverns). Top-grade Alentejan beef beckons with juicy steaks and gourmet burgers, and you'll find everything from tantalising Indian curries to authentic Moroccan couscous in between. Cheap booze and the absence of open-container laws means Lisbon loves a night on the town! Don't be fooled by Bairro's Alto's sleepy daytime feel – by night, these narrow cobbled lanes transform into one of Europe's most raucous drinking locales. Student dives, traditional fado houses, upscale wine bars and LGBT hot spots merrily coexist among the muddled mess. In Cais do Sodré, Pink Street and environs are home to some of the city's classic nightclubs and rowdiest cocktail bars, while trendier megaclubs stretch along the waterfront from Santos to Santa Apolónia. Last call? Sunrise! You couldn't blame your average lisboêta for thinking of the Apocalypse when the ground gave way just before 10am on 1 November, 1755. What followed was eight astonishing minutes of city-shattering shaking spread across three tremors, followed 40 minutes later by a massive, city-engulfing tsunami, culminating in a week-long firestorm that incinerated what little was initially spared. Lisbon was decimated. Today, the modern city is shaped by these cataclysmic events – nearly everything is defined as before or after the earthquake – and the Pombaline architecture that defined post-quake Lisbon reconstruction was some of the first seismically protected building in Europe. Lisbon's trademark seven hills are spread across the cityscape like lofty guardians of colour and history. Capped by a collection of terraces known as miradouros (viewpoints), a must-see web of no-filter-necessary views over Lisbon, the Tejo and beyond is formed. Our favourite miradouros – Portas do Sol, São Pedro de Alcântara, da Graça, da Senhora do Monte, Santa Luzia and, of course, Castelo de São Jorge – all offer stunning spots to get your bearings and while away afternoons over bica (espresso), elegant glasses of Touriga Nacional or refreshing pitchers of sangria, while rubbernecking the city's stupendous horizons.",https://lp-cms-production.imgix.net/2019-06/54989636.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
prague,https://www.lonelyplanet.com/czech-republic/prague," Prague is the equal of Paris in terms of beauty. Its history goes back a millennium. And the beer? The best in Europe. The 1989 Velvet Revolution that freed the Czechs from communism bequeathed to Europe a gem of a city to stand beside stalwarts such as Rome, Paris and London. Not surprisingly, visitors from around the world have come in droves, and on a hot summer's day it can feel like you’re sharing Charles Bridge with half of humanity. But even the crowds can’t take away from the spectacle of a 14th-century stone bridge, a hilltop castle and a lovely, lazy river – the Vltava – that inspired one of the most hauntingly beautiful pieces of 19th-century classical music, Smetana’s Moldau symphony. Prague's art galleries may not have the allure of the Louvre, but Bohemian art offers much to admire, from the glowing Gothic altarpieces in the Convent of St Agnes, to the luscious art nouveau of Alfons Mucha, and the magnificent collection of 20th-century surrealists, cubists and constructivists in the Veletržní Palác. The weird and witty sculpture of David Černý punctuates Prague's public spaces, and the city itself offers a smorgasbord of stunning architecture, from the soaring verticals of Gothic and the exuberance of baroque to the sensual elegance of art nouveau and the chiselled cheekbones of cubist facades. The best beer in the world just got better. Since the invention of Pilsner Urquell in 1842, the Czechs have been famous for producing some of the world's finest brews. But the internationally famous brand names – Urquell, Staropramen and Budvar – have been equalled, and even surpassed, by a bunch of regional Czech beers and microbreweries that are catering to a renewed interest in traditional brewing. Never before have Czech pubs offered such a wide range of brews – names you'll now have to get your head around include Kout na Šumavě, Primátor, Únětice and Matuška. Prague's maze of cobbled lanes and hidden courtyards is a paradise for the aimless wanderer, always beckoning you to explore a little further. Just a few blocks away from the Old Town Square you can stumble across ancient chapels, unexpected gardens, cute cafes and old-fashioned bars with hardly a tourist in sight. One of the great joys of the city is its potential for exploration – neighbourhoods such as Vinohrady and Bubeneč can reward the urban adventurer with countless memorable cameos, from the setting sun glinting off church domes, to the strains of Dvořák wafting from an open window.",https://lp-cms-production.imgix.net/2019-06/stock-photo-prague-fireworks-2015-5-114339723.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
moscow,https://www.lonelyplanet.com/russia/moscow," During any season, at any hour of the day, Moscow thrills visitors with its artistry, history and majesty. The very founding site of the city (and arguably, the country), the Kremlin and Red Square are still at the heart of Moscow – historically, geographically and spiritually. Feel the weight of this significance as you wander within the walls of the ancient fortress, marvel at the mind-boggling magnificence of St Basil's Cathedral and pay your respects to the revered leader of a now-defunct state. Moscow will move you. It will tantalise your senses, soothe your spirit and boggle your mind – and it all starts right here at the Kremlin and Red Square. The remains of the Soviet state are scattered all around the city. Monuments remember fallen heroes and victorious battles, while museums attempt to analyse and synthesise the past. See Lenin and Stalin – off their pedestals – at the whimsical Art Muzeon. Step into the socialist-realist fantasy at VDNKh. Descend into the depths of the Soviet system at Bunker-42 Cold War Museum. Ride the museum-like metro and remember the millions who suffered at the Gulag History Museum. Nowadays, retro clubs and cafes give their guests a taste of the Soviet experience. You can even try your hand at Soviet-era arcade games. What is more thrilling than watching a ballerina defy gravity, leaping across the stage at the glittering Bolshoi Theatre? Or feeling the force of Tchaikovsky's 1812 Overture, just a few blocks away from where it premiered more than a century ago? Or oohing and aahing as circus performers soar under the big tent? The classical performing arts in Moscow are still among the best in the world. Nowadays, even the most traditional theatres are experimenting with innovative arrangements, reviving lost favourites and hosting world premieres. Whether you appreciate the classics or prefer the contemporary, the capital's performing arts will impress. At nearly every turn in Moscow, you'll see golden domes peeking out over the rooftops and hear church bells peeling through the streets, which are dotted with some 600 churches – many of which are glittering after recent renovations. There are colourful hidden gems, historic fortresses and gargantuan cathedrals. The exteriors are adorned with stone carvings and glittering domes; interiors are packed with ancient icons, swirling incense and faithful worshippers. For more than a millennium, Orthodoxy has helped to define the Russian nation, a significance that is palpable in these atmospheric spiritual places.",https://lp-cms-production.imgix.net/2019-06/stock-photo-sunrise-61786861.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
dubai,https://www.lonelyplanet.com/united-arab-emirates/dubai," Dubai is a stirring alchemy of profound traditions and ambitious futuristic vision wrapped into starkly evocative desert splendour. It's hard not to admire Dubai for its indefatigable verve, ambition and ability to dream up and realise projects that elsewhere would never get off the drawing board. This is a superlative-craving society that has birthed audaciously high buildings and palm-shaped islands. Sci-fi concepts such as flying taxis, a lightning-fast Hyperloop train and an army of robocops are all reflections of a mindset that fearlessly embraces the future. With many more grand projects in the pipeline for World Expo 2020, it's clear that Dubai is a city firmly in charge of writing its own narrative. Dubai is a top retail haunt that hosts not one but two huge annual shopping festivals. Shopping is a leisure activity here, and malls are much more than just mere collections of stores. Some look like an Italian palazzo or a Persian palace and lure visitors with surreal attractions such as an indoor ski slope, a giant aquarium or an open-air botanical garden. Traditional souqs, too, are beehives of activity humming with timeless bargaining banter. Meanwhile, a new crop of urban-style outdoor malls has expanded the shopping spectrum yet again. After dark, Dubai sometimes seems like a city filled with lotus eaters, forever on the lookout for a good time. Its shape-shifting party spectrum caters for just about every taste, budget and age group. From flashy dance temples, sleek rooftop terraces and sizzling beach clubs to fancy cocktail caverns, shisha lounges and concerts under the stars, Dubai delivers hot-stepping odysseys. Most of the nightlife centres on the fancy hotels, but there’s no shortage of more wholesome diversions either, including community theatre, live-music venues and the world-class Dubai Opera. The first Middle Eastern city to make the Unesco list of creative cities of design, Dubai is a bustling microcosm peacefully shared by cultures from all corners of the world. This diversity expresses itself in the culinary landscape, fashion, music and performance. Although rooted in Islamic tradition, this is an open society where it’s easy for newcomers and visitors to connect with myriad experiences, be it eating like a Bedouin, dancing on the beach, shopping for local art or riding a camel in the desert. Dubai is a fertile environment conducive to breaking down cultural barriers and preconceptions.",https://lp-cms-production.imgix.net/2019-06/GettyImages-540039747_full.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
kuala-lumpur,https://www.lonelyplanet.com/malaysia/kuala-lumpur," A skyline punctuated by minarets, Mogul-style domes and skyscrapers; colourful, food-stall-lined streets shaded by a leafy canopy of banyan trees – this is Kuala Lumpur. Malaysia’s sultry capital is a feast for all the senses. Here you'll find historic monuments, steel-clad skyscrapers, lush parks, megasized shopping malls, bustling street markets and lively nightspots. Today's KL-ites are separated by barely a handful of generations from the tenacious Chinese and Malay tin prospectors who founded the city, carving it out of virgin jungle. By the time the British made it the capital of Peninsular Malaysia in the late 19th century, erecting grand colonial buildings, KL had only been in existence for a couple of decades. To fully connect with locals, join them in two of their favourite pastimes: shopping and eating. Malaysian consumer culture achieves its zenith in KL, where you could spend all day browsing glitzy air-conditioned malls such as Pavilion KL, Suria KLCC and Mid Valley Megamall in search of designer fashion and bargains. Bangsar and Publika are the places to go for local labels and the work of offbeat independent designers. Alternatively, explore Central Market for locally made souvenirs and handicrafts; and hunt out the few remaining artisans and antiques dealers still keeping shop in and around Chinatown. Despite the heat, this is a city best explored on foot. Walk and you can catch all the action and save yourself the frustration of becoming entangled in one of KL's all-too-frequent traffic jams. Walking, you'll discover parts of KL retain the laid-back ambience and jungle lushness of the kampung (village) it once was. What's more, you'll be sure to come across some of the city's best dining spots: the hawker stalls and traditional neighbourhood kopitiam (coffee shops) that beckon you over with the aroma of freshly cooked food and the promise of refreshment with tropical juices and cooling drinks.",https://lp-cms-production.imgix.net/2019-06/GettyImages-485196605_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
istanbul,https://www.lonelyplanet.com/turkey/istanbul," This magical meeting place of East and West has more top-drawer attractions than it has minarets (and that's a lot). İstanbul's strategic location has attracted many marauding armies over the centuries. The Greeks, Romans and Venetians took turns ruling before the Ottomans stormed into town and decided to stay – physical reminders of their various tenures are found across the city. The fact that the city straddles two continents wasn't its only drawcard – it was the final stage on the legendary Silk Road linking Asia with Europe, and many merchants who came here liked it so much that they, too, decided to stay. In so doing, they gave the city a cultural diversity that it retains to this day. The conquering armies of ancient times tended to ransack the city rather than endow it with artistic treasures, but all that changed with the Byzantines, who adorned their churches and palaces with mosaics and frescoes. Miraculously, many of these remain. Their successors, the Ottomans, were quick to launch an ambitious building program and the magnificently decorated imperial mosques that resulted are architectural triumphs that together form one of the world's great skylines. In recent years, local banks and business dynasties have reprised the Ottomans' grand ambitions and endowed an impressive array of galleries, museums and festivals for all to enjoy. 'But what about the food?' we hear you say. We're happy to report that the city's cuisine is as diverse as its heritage, and delicious to boot. Locals take their eating and drinking seriously – the restaurants here are the best in the country. You can eat aromatic Asian dishes or Italian classics if you so choose, but most visitors prefer to sample the succulent kebaps, flavoursome mezes and freshly caught fish that are the city's signature dishes, washing them down with the national drink, rakı (aniseed brandy), or a glass or two of locally produced wine. Some ancient cities are the sum of their monuments, but İstanbul factors a lot more into the equation. Chief among its manifold attractions are the locals, who have an infectious love of life and generosity of spirit. This vibrant, inclusive and expanding community is full of people who work and party hard, treasure family and friendships, and have no problem melding tradition and modernity in their everyday lives. Joining them in their favourite haunts – çay bahçesis (tea gardens), kahvehans (coffeehouses), meyhanes (Turkish taverns) and kebapçıs (kebap restaurants) – will be a highlight of your visit. By Virginia Maxwell, Writer",https://lp-cms-production.imgix.net/2019-06/stock-photo-istanbul-istanbul-90441795.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
montreal,https://www.lonelyplanet.com/canada/montreal," Witness a French-infused city that's in love with festivals, the arts, good food, living well and enjoying life to the hilt. Blessed with one of the most exciting food scenes in North America, Montréal brims with temples dedicated to Kamouraska lamb, Arctic char and, of course, poutine (fries smothered in cheese curds and gravy). You’ll find irresistible patisseries, English pubs, 80-plus-year-old Jewish delis and magnificent food markets reminiscent of Paris. There are hipster bars with tiny bowling alleys, vegetarian options galore and innumerable cafes in which to while away a lazy afternoon. And there are late-night eateries where you can linger over wondrous combinations of food and drink that you'll find nowhere else on earth. Toronto may be Canada’s economic capital, but Montréal remains the country’s cultural juggernaut. The city, standard bearer of an entire linguistic-cultural identity – francophone Canada – simply lives for public celebration of the arts. There are some 250 theater and dance companies, more than 90 festivals and a fascinating medley of neighborhoods where artists, writers and musicians have helped cement the city’s reputation as a great arts center. The Festival International de Jazz de Montréal is the headline event, followed by parties dedicated to world cinema, comedy and gay pride. Montréal is a slice of old Europe in a pie of contemporary design. A day’s wander might take in the photogenic 18th-century facades of Old Montréal before a cycling tour of the lovely Canal de Lachine, or a wander through the glittering shops and restaurants of downtown before ending at the inviting terraced cafes of Plateau Mont-Royal. The architectural sweep of the city takes in a wealth of heritage churches such as the breathtaking Basilique Notre-Dame, as well as 20th-century icons like the Stade Olympique and Habitat 67. Montréal's hotels and museums additionally push the edges of contemporary interior design. The Québécois love their summers and autumnal colors, but it is the winter that defines much of their lives, which slow down and become more insular in the grip of those long, dark months. With that said, the passion for life that animates Canadian francophones does not truly dim in the cold, but is rather celebrated around cozy fireplaces, in friendly pubs, at steaming sugar shacks, and, of course, on the slopes of local mountains via skis, snowboards and toboggans.",https://lp-cms-production.imgix.net/2019-06/stock-photo-sunrise-87597293.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
buenos-aires,https://www.lonelyplanet.com/argentina/buenos-aires," Buenos Aires combines faded European grandeur with Latin passion. Sexy and alive, this beautiful city gets under your skin. BA's food scene is increasingly dynamic, but for many travelers it's the city's carnivorous pleasures that shine. Satisfying a craving for juicy steaks isn't hard to do in the land that has perfected grilling wonderfully flavorful sides of beef, washed down with a generous glass of malbec or bonarda. Parrillas (steakhouses) sit on practically every corner and will offer up myriad cuts, from bife de chorizo (sirloin) to vacio (flank steak) to ojo de bife (rib eye). But leave room for ice cream, if you can – a late-night cone of dulce de leche (caramel) helado can't be topped. Look closely: this city is beautiful. Sure, it might look like a concrete jungle from certain angles, but stroll through the streets, paying attention to the magnificent architecture around you, and you'll soon be won over. Grand French- and Italian-style palaces grab the limelight, but you'll see interesting architectural details in the buildings of even low-key, local barrios. These days the beauty of these traditional neighborhoods is further enhanced by colorful murals painted by artists involved in the city's vibrant street-art scene. For these talented individuals, the city is their canvas. Take a disco nap, down some coffee and be prepared to stay up all night – this city doesn't sleep. Restaurants get going at 9pm, bars at midnight and clubs at 2am at the earliest; serious clubbers don't show up until 4am. And it's not just the young folk who head out on the town in this city; BA's diverse range of bars, clubs and live-music venues offers something for everyone, from DJs spinning electronica to live jazz sets. Just remember you'll be doing it all very late. BA's famous dance is possibly the city's greatest contribution to the outside world, a steamy strut that's been described as 'making love in the vertical position'. Folklore says it began in the bordellos of long-ago Buenos Aires, when men waiting for their 'ladies' passed time by dancing among themselves. Today, glamorized tango shows are supremely entertaining with their grand feats of athleticism. You'll also find endless venues for perfecting your moves, from milongas (dance salons) to dance schools. Be aware that some people become addicted – and can spend a lifetime perfecting this sensual dance.",https://lp-cms-production.imgix.net/2019-06/4c410251e0146b2edd2b8b1d64a02047-buenos-aires.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
athens,https://www.lonelyplanet.com/greece/athens," With equal measures of grunge and grace, Athens is a heady mix of ancient history and contemporary cool. The magnificent Acropolis, visible from almost every part of the city, is the hub around which Athens still revolves. This temple city, built in the 5th century BC, serves as a daily reminder to Greeks of their heritage and the city's many transformations. All over the urban basin, rooftops and balconies angle toward the landmark, a block of milky marble atop a steep-sided hill. Pull up your own chair, settle in and allow time to appreciate the Acropolis' many moods, as the light shifts and the clouds cast their shifting shadows. The cultural and social life of Athens plays out amid, around and in landmarks that are centuries old, if not millennia. The remnants of Ancient Greece get the most attention, of course, thanks to a little thing called democracy. Oh, and mythology, and drama, and philosophy. But don't overlook the 'later' years: thousand-year-old Byzantine churches, for instance, which squat, unruffled in the middle of streets and attached to hillsides. Ottoman traces can be seen in architecture and in food. And the neoclassical style of the 19th century adds elegance all over the centre. Although Athenians have endured difficult circumstances since the start of the economic crisis in 2009, the city as a whole crackles with energy in art shows, political debates and even on the walls of derelict buildings, as Athens has become one of Europe's most noted spots for street art. Creative surprises lie around nearly every corner, so be sure to leave room in your schedule for spontaneous discovery: buy a ticket to that dance show that's just starting as you walk by, or sit down at the restaurant where the musicians are setting up. You'll be rewarded. Beyond Athens, down the Attica peninsula, are more spectacular antiquities, such as the Temple of Poseidon at Sounion and the site of Ancient Eleusis, as well as very good beaches, such as those near historical Marathon. Sure, you could zip across, west to east, in less than an hour, but it's far more fun to take a leisurely road trip to a thermally heated lake, say, or a monastery with dazzling Byzantine mosaics. If you'd rather not drive, most of these surprise sights (including great beaches) can be reached on public transport.",https://lp-cms-production.imgix.net/2019-06/GettyImages-88786323_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
miami,https://www.lonelyplanet.com/usa/miami," Beautiful beaches and art deco delights are just some of Miami’s many charms – there's also the blazing nightlife, tropical gardens, lively arts scene and sizzling cuisine. Even if there was no beach, Miami would still have undeniable allure. The gorgeous 1930s hotels lining Ocean Dr are part of the world’s greatest collection of art deco buildings. Tropical motifs, whimsical nautical elements and those iconic pastel shades create a cinematic backdrop for exploring the streets of Miami Beach. Of course, you don’t have to see these architectural beauties at arm’s length. Lavishly restored, Miami’s art deco and mid-century modern hotels are also the playground for locals and out-of-towners alike, with sunny poolside terraces, artfully designed dining rooms and plush nightclubs. Chalk it up to Miami’s diverse population, or perhaps its love of always being on the cutting edge. Whatever the reason, creativity is one of the great hallmarks of this city. From art and design to global cuisine, Miami remains ever on the search for bold new ideas, which manifest themselves in surprising ways. You’ll find brilliantly inventive chefs blending Eastern and Western cooking styles, sustainably designed buildings inspired by South Florida ecosystems and open-air galleries where museum-quality artwork covers once-derelict warehouses. The one constant in Miami is its uncanny ability to astonish. When the sun sets and the brilliant colors of a South Florida sunset fill the sky, that’s when the best part of the day begins for Miami’s party people. By moonlight, all the magic of the city unfolds, in its salsa-filled dance halls, swanky candlelit lounges, and rooftop bars with sweeping views over Biscayne Bay and the glittering city skyline. While there’s plenty of bling on display, Miami has something for all, from backyard bars full of indie rockers to hidden dens of debauchery concealed behind neon-lit taco stands. Few cities are as blessed as Miami when it comes to natural beauty. White sandy beaches are lapped by teal waters – perfect for sunrise strolls along peaceful stretches of Mid-Beach to scenic paddles in search of manatees off Virginia Key. You can look for colorful bird species while walking the trails of Oleta River State Park, or go to any of the tropical gardens across the city. With year-round sunshine, and a love for celebration, the open air is also where Miami’s biggest parties unfold – whether at massive music and dance festivals or the neighborhood fiestas that pack Miami’s calendar.",https://lp-cms-production.imgix.net/2019-06/cb17e50bc6add5194962d416a0e46668-miami.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
miami,https://www.lonelyplanet.com/usa/miami," Beautiful beaches and art deco delights are just some of Miami’s many charms – there's also the blazing nightlife, tropical gardens, lively arts scene and sizzling cuisine. Even if there was no beach, Miami would still have undeniable allure. The gorgeous 1930s hotels lining Ocean Dr are part of the world’s greatest collection of art deco buildings. Tropical motifs, whimsical nautical elements and those iconic pastel shades create a cinematic backdrop for exploring the streets of Miami Beach. Of course, you don’t have to see these architectural beauties at arm’s length. Lavishly restored, Miami’s art deco and mid-century modern hotels are also the playground for locals and out-of-towners alike, with sunny poolside terraces, artfully designed dining rooms and plush nightclubs. Chalk it up to Miami’s diverse population, or perhaps its love of always being on the cutting edge. Whatever the reason, creativity is one of the great hallmarks of this city. From art and design to global cuisine, Miami remains ever on the search for bold new ideas, which manifest themselves in surprising ways. You’ll find brilliantly inventive chefs blending Eastern and Western cooking styles, sustainably designed buildings inspired by South Florida ecosystems and open-air galleries where museum-quality artwork covers once-derelict warehouses. The one constant in Miami is its uncanny ability to astonish. When the sun sets and the brilliant colors of a South Florida sunset fill the sky, that’s when the best part of the day begins for Miami’s party people. By moonlight, all the magic of the city unfolds, in its salsa-filled dance halls, swanky candlelit lounges, and rooftop bars with sweeping views over Biscayne Bay and the glittering city skyline. While there’s plenty of bling on display, Miami has something for all, from backyard bars full of indie rockers to hidden dens of debauchery concealed behind neon-lit taco stands. Few cities are as blessed as Miami when it comes to natural beauty. White sandy beaches are lapped by teal waters – perfect for sunrise strolls along peaceful stretches of Mid-Beach to scenic paddles in search of manatees off Virginia Key. You can look for colorful bird species while walking the trails of Oleta River State Park, or go to any of the tropical gardens across the city. With year-round sunshine, and a love for celebration, the open air is also where Miami’s biggest parties unfold – whether at massive music and dance festivals or the neighborhood fiestas that pack Miami’s calendar.",https://lp-cms-production.imgix.net/2019-06/78235068931a0def9660086e20ae303f-miami.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
las-vegas,https://www.lonelyplanet.com/usa/las-vegas," An oasis of indulgence in the desert, Vegas' seduction is hypnotic. The Strip shimmers with promise; like all mirages, though, reality doesn't reflect the veneer. There are few places outside London, Tokyo and New York where you're this spoiled for choice when it comes to A-list entertainers and big-budget stage shows. Seasonal casino residencies by the megastars of the music world range from next-gen pop divas Lady Gaga, Christina Aguilera, Gwen Stefani and Cardi B, to dad rockers Journey and Aerosmith, to the superstar DJs of the dance music universe, Calvin Harris, Steve Aoki and Tiësto. Top that with seven enthralling Cirque du Soleil shows, the mesmerizing Blue Man Group and magicians Penn & Teller, and you've got a pretty full schedule. The volume and concentration of the Strip's celebrity chefs, lauded fine-dining restaurants and America's favorite food franchises is hard to fathom: it's impossible to sample them all, in terms of time taken to savor the spectrum of flavors and the depth of the average visitor's wallet. If you're a foodie on a pilgrimage, we suggest you do your research and narrow your selection before you arrive, lest you be overwhelmed by the scope of what's on offer, or unable to secure a reservation in the short duration of your stay. You'll definitely want to save room for dessert. In this 24/7 city where it's possible to spend your entire visit in labyrinthine indoor worlds where artificial lighting mimics day passing into night, many visitors won't wander far from their expensive accommodations, lavish pool bar, mesmerizing casino floor, or even pulsing dance floor. The wise and well-informed, however, (that's you!) will venture off the Strip to experience the spectacular scenic beauty surrounding Las Vegas (after all, vega is 'meadow' in Spanish). Forged by tectonics, carved by the wind and baked by the desert sun, vast canyons and plains, epic mountains and alpine forests beckon you to trade humanity's distractions for nature's warm embrace. Those who enjoy life's finer details flock to Vegas to lap up the luxuries of the world's biggest and boldest high-end hotels. With price tags hovering around $300 per night for a sumptuous standard room at Encore, Cosmopolitan or Delano and starting at $1000 per night for a decadent SkyLoft at MGM Grand, $3500 for a Sky Villa at Aria then skyrocketing to a reputed $35,000 for the privilege of occupying Nobu Hotel's exclusive Nobu Villa, Vegas' 150,000+ hotel rooms offer something for every possible taste, ranging in quality and style from the sublime to the ridiculous.",https://lp-cms-production.imgix.net/2019-06/GettyImages-173148949_super.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
new-delhi,https://www.lonelyplanet.com/india/delhi," Steeped in history yet overflowing with modern life, colourful, cacophonous Delhi pulsates with the relentless rhythms of humanity like few other cities on Earth. Honk-honk-beeeep! Welcome to Old Delhi. Love or hate it, it's impossible to ignore. Whether you make it your base, or just dip into it for shopping sprees or to see the Red Fort, you'll be hard pushed to ever forget your time in this wonderfully chaotic, and fabulously photogenic corner of the city. You'll be sharing its hectic streets and alleys with carts and cycle-rickshaws, with cows and monkeys, with shoppers and with beggars, with street-food sellers and market traders, and with cars, vans, scooters and autorickshaws; watch your back – honk-honk-beeeep! As the capital city of one of the most delicious country's on Earth, Delhi tantalises your taste buds with its thali-like fusion of flavours from every corner of the subcontinent: Breakfast on South Indian idly; lunch on Punjabi kulchas; then, come evening, dine on rich Mughlai curries. But don't forget to leave room for some Dilli-ka-Chaat, Delhi's famously delicious street-food snacks; try sizzling kebabs for starters, then munch on aloo tikki (spiced potato patties) before getting your fingers sticky on jalebi (orange-coloured coils of deep-fried batter dunked in sugar syrup) or savouring some sumptuously creamy cardamon kheer (rice pudding). All the riches of India twinkle in Delhi's emporiums, so if you're regretting not buying that handmade kathputli (puppet) you saw in Rajasthan or that Madhubani painting you loved in Bihar, fear not; chances are you'll be able to find one here too. New Delhi's emporiums are multi-floor, gift-filled markets that are perfect for a last-minute souvenir binge before you fly home. Old Delhi's famously frenetic street bazaars, meanwhile, contain a mind-boggling array of clothes, slippers, shawls, handicrafts, food, electronics and more – even if you're not buying anything, they're a joy to visit (and photograph). Delhi is a city built upon cities. There are at least eight historical Delhis, each constructed on, or near, the ruins of its predecessor, leaving a modern-day citadel that's dotted with ancient monuments, many said to be haunted by djinns (spirits). Love history and you'll be left salivating as you trace your way through the eras, clambering across the ruined forts of Tughlaqabad, Siri, Purana Qila and Shajahanabad; exploring the magnificent tombs of eminent historical figures; and visiting the still-vibrant temples, mosques and shrines that throng with devotees today, as they have done for hundreds of years.",https://lp-cms-production.imgix.net/2019-06/c6efedc2e8ed8cd2c461bae21da8ca70-delhi.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
philadelphia,https://www.lonelyplanet.com/usa/pennsylvania/philadelphia," Blessed with the glamour and culture of a big city, 'Philly' as it's affectionately known, also delights visitors with its rich history and small-town charm. Declared a World Heritage City by Unesco in 2015, Philadelphia was at the heart of US colonial and revolutionary history. Founded by British Quaker William Penn in the late 17th century, the 'City of Brotherly Love' cherishes and protects its earliest days within the Independence National Historical Park of the Old City. Visiting original institutions such as Independence Hall and the seeing iconic landmarks like the Liberty Bell will help you appreciate the deep passion for freedom that motivated the new nation's founders. Excellent museums devoted to the Constitution, the American Revolution and Benjamin Franklin round out that education. By the late 19th century Philly had evolved into the 'Workshop of the World.' Its industries generated abundant wealth, which funded large construction projects, including City Hall and the Benjamin Franklin Pkwy, and filled cultural storehouses such as the Philadelphia Museum of Art and Penn Museum. Experiments in architecture and social policy resulted in buildings like Eastern State Penitentiary, while philanthropist Dr Albert C Barnes built up an astounding collection of art for public consumption. This spirit of civic pride and sharing continues in contemporary projects such as Isaiah Zagar's Philadelphia's Magic Gardens. In the 20th century the city slipped into economic decline, but nothing lasts forever and while some areas of Philly remain blighted, urban beautification and neighborhood regeneration projects, such as the marvelous Mural Art Program, have transformed the city into a dazzling outdoor gallery of street art. The glory of Philly's early days is preserved in the redbrick terraces of Society Hill through to the areas around the hallowed campus of the University of Pennsylvania. Sprawling Fairmount Park ensures nature and greenery are both within easy access, and the bicycle and jogging paths of the Schuylkill River Trails are prime urban resources. Eating is a highlight here, with two of the city's most loved attractions – Reading Terminal Market and the South 9th Street Italian Market – placing food front and center. The city's culinary scene is nothing if not democratic, embracing everything from artisan pizza and vegan creations to the blue-collar heartiness of a cheesesteak sandwich or a soft, salty pretzel. Philly's ethnic and cultural diversity is also reflected on the plate: in one day you could tuck into an Amish breakfast, lunch on spicy Asian noodles and enjoy Mexican tacos for dinner.",https://lp-cms-production.imgix.net/2019-06/f75fa2794dfaf9db8824bb227539c670-philadelphia.jpg?auto=format&fit=crop&vib=20&sharp=10&ixlib=react-8.6.4&w=1600&q=40&dpr=5 5x
